Probe_name	Gene_Name	Gene_desc	Tumor_1_ERPos_expr	Tumor_2_ERNeg_expr
M88108_AT	KHDRBS1	"KH domain containing, RNA binding, signal transduction associated 1"	1746	1490
X78678_AT	KHK	ketohexokinase (fructokinase)	-179	-128
U69126_S_AT	KHSRP	KH-type splicing regulatory protein (FUSE binding protein 2)	1776	3765
U94832_AT	KHSRP	KH-type splicing regulatory protein (FUSE binding protein 2)	374	1149
D13645_AT	KIAA0020	KIAA0020	68	412
D25539_AT	KIAA0040	KIAA0040	190	-326
D43949_AT	KIAA0082	KIAA0082	349	647
D42038_AT	KIAA0087	KIAA0087 gene product	30	3
D42044_AT	KIAA0090	KIAA0090	3	35
D43947_AT	KIAA0100	KIAA0100	346	-14
D14657_AT	KIAA0101	KIAA0101	890	605
D28589_AT	KIAA0114	KIAA0114	579	414
D50915_AT	KIAA0125	KIAA0125	21	267
D50923_AT	KIAA0133	KIAA0133	12	156
D50931_AT	KIAA0141	KIAA0141	133	-129
D63477_AT	KIAA0143	KIAA0143 protein	517	1929
D63480_AT	KIAA0146	KIAA0146	367	289
D63486_AT	KIAA0152	KIAA0152	2305	989
D63877_AT	KIAA0157	KIAA0157	549	654
D79996_AT	KIAA0174	KIAA0174	1307	5015
D80004_AT	KIAA0182	KIAA0182	511	712
D83778_AT	KIAA0194	KIAA0194 protein	601	878
D83779_AT	KIAA0195	KIAA0195	796	1526
D83780_AT	KIAA0196	KIAA0196	546	358
D86979_AT	KIAA0226	KIAA0226	551	701
D86985_AT	KIAA0232	KIAA0232 gene product	439	602
D87077_AT	KIAA0240	KIAA0240	78	310
D87682_AT	KIAA0241	KIAA0241	128	321
D87434_AT	KIAA0247	KIAA0247	632	562
D87445_AT	KIAA0256	KIAA0256 gene product	229	606
D87447_AT	KIAA0258	KIAA0258	825	1055
D87454_AT	KIAA0265	KIAA0265 protein	-887	-706
D87464_AT	KIAA0274	KIAA0274	181	665
D87470_AT	KIAA0280	KIAA0280	290	380
AB002315_AT	KIAA0317	KIAA0317	238	988
AB002365_AT	KIAA0367	KIAA0367	-10	295
AB002366_AT	KIAA0368	KIAA0368	364	310
U95740_RNA1_AT	KIAA0430	KIAA0430	805	501
U79288_AT	KIAA0513	KIAA0513	580	395
U90912_AT	KIAA1128	KIAA1128	241	79
U28831_AT	KIAA1641 /// LOC400986 /// LOC730272 /// LOC730658	KIAA1641 /// protein immuno-reactive with anti-PTH polyclonal antibodies /// similar to protein immuno-reactive with anti-PTH polyclonal antibodies /// similar to ankyrin repeat domain 26	1392	1383
U37426_AT	KIF11	kinesin family member 11	77	96
X85137_S_AT	KIF11	kinesin family member 11	316	167
D26361_AT	KIF14	kinesin family member 14	209	790
X90840_AT	KIF1A	kinesin family member 1A	-307	140
D38751_AT	KIF22 /// LOC728037	kinesin family member 22 /// similar to Kinesin-like protein KIF22 (Kinesin-like DNA-binding protein) (Kinesin-like protein 4)	156	-243
X67155_AT	KIF23	kinesin family member 23	231	308
Y08319_AT	KIF2A	kinesin heavy chain member 2A	41	85
U63743_AT	KIF2C	kinesin family member 2C	21	1131
U06698_AT	KIF5A	kinesin family member 5A	-45	-16
X65873_AT	KIF5B	kinesin family member 5B	272	245
U59919_AT	KIFAP3	kinesin-associated protein 3	454	179
D14678_AT	KIFC1	kinesin family member C1	48	253
L41268_F_AT	KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DL4 /// KIR2DL5A /// KIR2DL5B /// KIR2DS2 /// KIR2DS4 /// KIR2DS5 /// KIR3DL1 /// KIR3DL2 /// KIR3DS1	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1 /// killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2 /// killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3 /// killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4 /// killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2 /// killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4 /// killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5 /// killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1 /// killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2 /// killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1 /// killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A /// killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B"	244	122
X97230_F_AT	KIR2DL3	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3"	115	11
X99479_F_AT	KIR2DL4	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4"	127	216
L76670_F_AT	KIR2DS3	"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 3"	-127	-246
U43527_AT	KISS1	KiSS-1 metastasis-suppressor	385	239
X06182_S_AT	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	128	265
M59964_AT	KITLG	KIT ligand	54	-26
Z84483_AT	KL	klotho	257	115
L04733_AT	KLC1	kinesin light chain 1	550	198
U65404_AT	KLF1	Kruppel-like factor 1 (erythroid)	-281	-282
S81439_AT	KLF10	Kruppel-like factor 10	604	341
U70663_AT	KLF4	Kruppel-like factor 4 (gut)	-369	-150
D14520_AT	KLF5	Kruppel-like factor 5 (intestinal)	123	252
U44975_AT	KLF6	Kruppel-like factor 6	1856	1961
D31716_AT	KLF9	Kruppel-like factor 9	239	460
X98248_RNA1_AT	KLHDC3	kelch domain containing 3	363	234
M25629_AT	KLK1	kallikrein 1	89	181
S39329_AT	KLK2	kallikrein-related peptidase 2	2	-72
X07730_AT	KLK3	kallikrein-related peptidase 3	471	418
U62801_AT	KLK6	kallikrein-related peptidase 6	-394	-537
L33404_AT	KLK7	kallikrein-related peptidase 7	-111	-342
M13143_AT	KLKB1	"kallikrein B, plasma (Fletcher factor) 1"	180	328
X54867_S_AT	KLRC1 /// KLRC2	"killer cell lectin-like receptor subfamily C, member 1 /// killer cell lectin-like receptor subfamily C, member 2"	21	-122
L14542_AT	KLRC3	"killer cell lectin-like receptor subfamily C, member 3"	-71	-68
U30610_AT	KLRD1	"killer cell lectin-like receptor subfamily D, member 1"	-200	521
X54870_AT	KLRK1	"killer cell lectin-like receptor subfamily K, member 1"	379	441
Y13153_AT	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	55	36
M11437_CDS1_AT	KNG1	kininogen 1	-184	-204
M11437_CDS2_AT	KNG1	kininogen 1	67	-26
D79988_AT	KNTC1	kinetochore associated 1	577	296
S75295_AT	KPNA1	karyopherin alpha 1 (importin alpha 5)	298	20
U28386_AT	KPNA2	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1)"	549	4161
Y12394_AT	KPNA3	karyopherin alpha 3 (importin alpha 4)	92	-94
Y12393_S_AT	KPNA4	karyopherin alpha 4 (importin alpha 3)	79	0
AF005361_AT	KPNA5	karyopherin alpha 5 (importin alpha 6)	-68	22
L38951_AT	KPNB1	karyopherin (importin) beta 1	1325	2943
M54968_AT	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	334	200
U90268_AT	KRIT1	"KRIT1, ankyrin repeat containing"	11	48
U55766_AT	KRR1	"KRR1, small subunit (SSU) processome component, homolog (yeast)"	564	103
M98776_RNA1_AT	KRT1	keratin 1 (epidermolytic hyperkeratosis)	398	395
J04029_S_AT	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	903	278
D78367_AT	KRT12	keratin 12 (Meesmann corneal dystrophy)	192	907
X52426_S_AT	KRT13	keratin 13	-91	-213
J00124_AT	KRT14	"keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)"	2039	1594
X07696_AT	KRT15	keratin 15	1438	1098
S72493_S_AT	KRT16	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)	579	2533
M28439_AT	KRT16 /// LOC400578 /// LOC729252 /// MGC102966	"keratin 16 (focal non-epidermolytic palmoplantar keratoderma) /// hypothetical gene supported by BC039169; NM_005557 /// similar to Keratin, type I cytoskeletal 16 (Cytokeratin-16) (CK-16) (Keratin-16) (K16) /// similar to Keratin, type I cytoskeletal 14 (Cytokeratin-14) (CK-14) (Keratin-14) (K14)"	195	124
Z19574_RNA1_AT	KRT17	keratin 17	128	216
X12876_S_AT	KRT18	keratin 18	15031	881
Y00503_AT	KRT19	keratin 19	10072	1462
S43646_AT	KRT2	keratin 2 (epidermal ichthyosis bullosa of Siemens)	455	185
X73501_AT	KRT20	keratin 20	-137	-65
X86570_AT	KRT31	keratin 31	245	160
X90761_AT	KRT32	keratin 32	529	248
X82634_AT	KRT33B	keratin 33B	145	335
X90763_AT	KRT35	keratin 35	540	258
X07695_AT	KRT4	keratin 4	103	228
X67683_AT	KRT4	keratin 4	818	28
M21389_AT	KRT5	"keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)"	664	93
L42583_F_AT	KRT6A	keratin 6A	600	709
L42601_F_AT	KRT6A	keratin 6A	672	644
V01516_F_AT	KRT6A	keratin 6A	826	626
L00205_AT	KRT6B	keratin 6B	350	1151
L42611_F_AT	KRT6C	keratin 6C	529	921
M13955_AT	KRT7	keratin 7	646	1500
M99063_AT	KRT76	keratin 76	174	199
X74929_S_AT	KRT8	keratin 8	7172	3445
X81420_AT	KRT81	keratin 81	626	-298
X99141_AT	KRT83	keratin 83	276	643
X99140_AT	KRT85	keratin 85	463	132
X99142_AT	KRT86	keratin 86	279	201
Z29074_AT	KRT9	keratin 9 (epidermolytic palmoplantar keratoderma)	118	-427
X63337_AT	KRTAP1-1 /// LOC728946	keratin associated protein 1-1 /// similar to keratin associated protein 1-1	407	270
X63755_AT	KRTAP5-9	keratin associated protein 5-9	152	-351
U43586_AT	KSR1	kinase suppressor of ras 1	206	-27
Z22551_AT	KTN1	kinectin 1 (kinesin receptor)	392	632
U57721_AT	KYNU	kynureninase (L-kynurenine hydrolase)	86	198
U52112_RNA1_AT	L1CAM	L1 cell adhesion molecule	1023	984
U42408_AT	LAD1	ladinin 1	-11	504
X51985_AT	LAG3	lymphocyte-activation gene 3	-702	-63
X92896_AT	LAGE3	"L antigen family, member 3"	1748	721
X05153_RNA1_AT	LALBA	"lactalbumin, alpha-"	63	-73
Z26653_AT	LAMA2	"laminin, alpha 2 (merosin, congenital muscular dystrophy)"	163	-86
L34155_AT	LAMA3	"laminin, alpha 3"	86	-199
S78569_AT	LAMA4	"laminin, alpha 4"	151	126
M61916_AT	LAMB1	"laminin, beta 1"	182	1274
X79683_S_AT	LAMB2	"laminin, beta 2 (laminin S)"	986	512
U17760_RNA1_AT	LAMB3	"laminin, beta 3"	128	130
M55210_AT	LAMC1	"laminin, gamma 1 (formerly LAMB2)"	828	602
U31201_CDS1_AT	LAMC2	"laminin, gamma 2"	-240	-172
U31201_CDS2_S_AT	LAMC2	"laminin, gamma 2"	-198	459
J03263_S_AT	LAMP1	lysosomal-associated membrane protein 1	252	491
J04182_AT	LAMP1	lysosomal-associated membrane protein 1	2586	4857
L09717_AT	LAMP2	lysosomal-associated membrane protein 2	626	349
S79873_S_AT	LAMP2	lysosomal-associated membrane protein 2	393	419
U51240_AT	LAPTM5	lysosomal associated multispanning membrane protein 5	457	2007
D86971_AT	LARP5	"La ribonucleoprotein domain family, member 5"	155	1515
D21851_AT	LARS2	"leucyl-tRNA synthetase 2, mitochondrial"	605	482
X82456_AT	LASP1	LIM and SH3 protein 1	2593	1742
L25931_S_AT	LBR	lamin B receptor	150	1631
X90828_AT	LBX1	ladybird homeobox 1	82	-205
M12625_AT	LCAT	lecithin-cholesterol acyltransferase	677	498
M26692_S_AT	LCK	lymphocyte-specific protein tyrosine kinase	16	-51
U23852_S_AT	LCK	lymphocyte-specific protein tyrosine kinase	312	712
L14927_AT	LCN1	lipocalin 1 (tear prealbumin)	321	-775
S75256_S_AT	LCN2	lipocalin 2 (oncogene 24p3)	-16	159
X99133_AT	LCN2	lipocalin 2 (oncogene 24p3)	107	300
J02923_AT	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	132	106
U20158_AT	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	143	226
X07994_AT	LCT	lactase	-214	-402
X02152_AT	LDHA	lactate dehydrogenase A	6738	10693
X13794_RNA1_AT	LDHB	lactate dehydrogenase B	1812	1836
U13680_AT	LDHC	lactate dehydrogenase C	0	134
L00352_AT	LDLR	low density lipoprotein receptor (familial hypercholesterolemia)	475	695
M28219_AT	LDLR	low density lipoprotein receptor (familial hypercholesterolemia)	-45	-242
U81523_AT	LEFTY2	left-right determination factor 2	-40	1655
S82470_AT	LENG4	leukocyte receptor cluster (LRC) member 4	1635	1414
D49487_S_AT	LEP	"leptin (obesity homolog, mouse)"	70	333
U43653_AT	LEP	"leptin (obesity homolog, mouse)"	-74	-61
U66497_AT	LEPR	leptin receptor	61	149
U47926_AT	LEPREL2	leprecan-like 2	-196	-436
Y12670_AT	LEPROT	leptin receptor overlapping transcript	1428	588
J04456_AT	LGALS1	"lectin, galactoside-binding, soluble, 1 (galectin 1)"	3318	6312
M87860_AT	LGALS2	"lectin, galactoside-binding, soluble, 2"	-77	-213
M57710_AT	LGALS3	"lectin, galactoside-binding, soluble, 3"	2408	4806
L13210_AT	LGALS3BP	"lectin, galactoside-binding, soluble, 3 binding protein"	4198	13221
AB006781_S_AT	LGALS4	"lectin, galactoside-binding, soluble, 4 (galectin 4)"	59	-113
U06643_S_AT	LGALS7 /// LOC653499 /// LOC728910 /// LOC732032	"lectin, galactoside-binding, soluble, 7 (galectin 7) /// similar to Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced protein 1)"	10	-283
L78132_AT	LGALS8	"lectin, galactoside-binding, soluble, 8 (galectin 8)"	302	-6
AB006782_AT	LGALS9	"lectin, galactoside-binding, soluble, 9 (galectin 9)"	1676	1893
Z49107_S_AT	LGALS9	"lectin, galactoside-binding, soluble, 9 (galectin 9)"	965	412
D55696_AT	LGMN	legumain	634	868
M73746_S_AT	LHCGR	luteinizing hormone/choriogonadotropin receptor	-40	-53
D86961_AT	LHFPL2	lipoma HMGIC fusion partner-like 2	368	437
U11701_AT	LHX2	LIM homeobox 2	-53	-123
X13967_AT	LIF	leukemia inhibitory factor (cholinergic differentiation factor)	534	566
S83362_S_AT	LIFR	leukemia inhibitory factor receptor alpha	235	97
X61615_AT	LIFR	leukemia inhibitory factor receptor alpha	201	138
M36067_AT	LIG1	"ligase I, DNA, ATP-dependent"	538	8
X84740_AT	LIG3	"ligase III, DNA, ATP-dependent"	449	452
X83441_AT	LIG4	"ligase IV, DNA, ATP-dependent"	94	157
U82275_AT	LILRA2	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2"	80	-46
U82279_AT	LILRB1	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"	-74	-170
U82979_AT	LILRB4	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4"	710	699
U62293_RNA1_S_AT	LIMK1	LIM domain kinase 1	134	553
D45906_AT	LIMK2	LIM domain kinase 2	863	1342
D85527_AT	LIMK2	LIM domain kinase 2	586	389
U09284_AT	LIMS1	LIM and senescent cell antigen-like domains 1	2	155
U04285_S_AT	LIPA	"lipase A, lysosomal acid, cholesterol esterase (Wolman disease)"	448	-22
Z31690_S_AT	LIPA	"lipase A, lysosomal acid, cholesterol esterase (Wolman disease)"	148	-65
M29194_AT	LIPC	"lipase, hepatic"	-33	-212
U40002_S_AT	LIPE	"lipase, hormone-sensitive"	-1186	-695
X05997_AT	LIPF	"lipase, gastric"	14	152
U77396_AT	LITAF	lipopolysaccharide-induced TNF factor	2700	1573
D50550_AT	LLGL1	lethal giant larvae homolog 1 (Drosophila)	-112	103
X86371_S_AT	LLGL1	lethal giant larvae homolog 1 (Drosophila)	37	-109
X87342_AT	LLGL2	lethal giant larvae homolog 2 (Drosophila)	144	488
U09716_S_AT	LMAN1	"lectin, mannose-binding, 1"	279	69
X71661_AT	LMAN1	"lectin, mannose-binding, 1"	75	4
U10362_AT	LMAN2	"lectin, mannose-binding 2"	-313	259
M13452_S_AT	LMNA	lamin A/C	1467	4413
M34458_RNA1_S_AT	LMNB1	lamin B1	99	330
M94362_AT	LMNB2	lamin B2	637	652
M26682_AT	LMO1	LIM domain only 1 (rhombotin 1)	457	371
X61118_RNA1_AT	LMO2	LIM domain only 2 (rhombotin-like 1)	133	121
M64358_AT	LMO3	LIM domain only 3 (rhombotin-like 2)	82	30
U24576_AT	LMO4	LIM domain only 4	291	2248
X54162_AT	LMOD1	leiomodin 1 (smooth muscle)	-35	-52
D50810_AT	LNPEP	leucyl/cystinyl aminopeptidase	366	14
U79282_AT	LOC137886	hypothetical protein LOC137886	350	134
M79463_S_AT	LOC161527 /// PML	promyelocytic leukemia /// hypothetical protein LOC161527	339	372
L38935_AT	LOC162427	Hypothetical protein LOC162427	334	600
J00146_AT	LOC1720	dihydrofolate reductase pseudogene	80	133
Z95624_AT	LOC286526	Ras-like GTPase-like	192	136
AC002045_XPT1_AT	LOC339047 /// LOC399491 /// NPIP /// PDXDC2	nuclear pore complex interacting protein /// pyridoxal-dependent decarboxylase domain containing 2 /// hypothetical protein LOC339047 /// LOC399491 protein	595	783
U25789_AT	LOC387753 /// LOC389156 /// LOC641293 /// LOC645174 /// LOC651676 /// LOC653079 /// LOC653156 /// LOC653665 /// LOC653737 /// LOC728501 /// LOC728782 /// LOC729208 /// LOC729402 /// LOC730559 /// LOC730595 /// LOC730700 /// LOC731125 /// LOC731456 /// LOC731567 /// LOC731640 /// LOC731892 /// RPL21	ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// ribosomal protein L21 pseudogene /// similar to ribosomal protein L21 /// similar to ribosomal protein L21 isoform 1	4445	75
U43901_RNA1_S_AT	LOC387867 /// LOC388524 /// LOC644464 /// LOC647643 /// LOC648249 /// LOC649148 /// LOC728031 /// LOC729209 /// LOC730029 /// LOC731669 /// RPSA	ribosomal protein SA /// similar to 40S ribosomal protein SA (p40) (34/67 kDa laminin receptor) (Colon carcinoma laminin-binding protein) (NEM/1CHD4) (Multidrug resistance-associated protein MGr1-Ag) /// similar to Laminin receptor 1 /// similar to laminin receptor 1 (ribosomal protein SA)	6014	6003
M57471_AT	LOC391051	similar to Uricase (Urate oxidase)	-82	-48
L08904_AT	LOC392322 /// LOC442415 /// LOC652675 /// RBPJ	"recombination signal binding protein for immunoglobulin kappa J region /// similar to recombining binding protein suppressor of hairless isoform 4 /// similar to ATP synthase alpha chain, mitochondrial precursor /// similar to Recombining binding protein suppressor of hairless (J kappa-recombination signal binding protein) (RBP-J kappa) (RBP-J) (RBP-JK) (CBF-1)"	695	523
U79248_AT	LOC400642	hypothetical gene supported by BC041875; BX648984	49	81
S72487_AT	LOC440836	similar to MGC52679 protein	400	317
V00594_AT	LOC441019 /// MT1M /// MT2A	metallothionein 1M /// metallothionein 2A /// hypothetical gene supported by X97260; BC070289	1661	9405
L11239_AT	LOC442747	hypothetical LOC442747	151	-231
M68864_AT	LOC51035	SAPK substrate protein 1	2022	536
X69391_AT	LOC641814 /// LOC642828 /// LOC645387 /// LOC646483 /// RPL6	ribosomal protein L6 /// similar to 60S ribosomal protein L6 (TAX-responsive enhancer element binding protein 107) (TAXREB107) (Neoplasm-related protein C140) /// similar to 60S ribosomal protein L6 (TAX-responsive enhancer element-binding protein 107) (TAXREB107) (Neoplasm-related protein C140)	18103	4306
M11591_AT	LOC642043 /// LOC642074 /// LOC646702 /// LOC651870	"similar to HLA class II histocompatibility antigen, DP alpha chain precursor (HLA-SB alpha chain) (MHC class II DP3-alpha) (DP(W3)) (DP(W4))"	-111	-175
X55989_RNA1_AT	LOC643332	similar to Nonsecretory ribonuclease precursor (Ribonuclease US) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2)	139	-275
X16546_AT	LOC643332 /// RNASE2	"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) /// similar to Nonsecretory ribonuclease precursor (Ribonuclease US) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2)"	217	133
M29037_S_AT	LOC643646	similar to Estradiol 17-beta-dehydrogenase 1 (17-beta-HSD 1) (Placental 17-beta-hydroxysteroid dehydrogenase) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH)	96	281
AD001527_CDS1_AT	LOC644099	similar to ovo-like 2 isoform A	130	181
U58682_AT	LOC645899 /// LOC646195 /// LOC650788 /// RPS28	ribosomal protein S28 /// ribosomal protein S28 pseudogene /// similar to 40S ribosomal protein S28	10349	3262
Z48519_S_AT	LOC646182	Xg blood group pseudogene	-75	-11
U21556_AT	LOC646652	integral membrane glycoprotein-like	160	-222
X79200_AT	LOC648415 /// LOC727837 /// SSX2 /// SSX3	"synovial sarcoma, X breakpoint 2 /// synovial sarcoma, X breakpoint 3 /// similar to synovial sarcoma, X breakpoint 6 /// similar to synovial sarcoma, X breakpoint 2 isoform b"	925	266
X89067_AT	LOC650465 /// TRPC2	"transient receptor potential cation channel, subfamily C, member 2 /// similar to Short transient receptor potential channel 2 (TrpC2) (mTrp2)"	118	-49
U58096_AT	LOC653174 /// LOC728132 /// LOC728137 /// LOC728395 /// LOC728403 /// LOC728412 /// TSPY1 /// TSPY2	"testis specific protein, Y-linked 1 /// testis specific protein, Y-linked 2 /// similar to testis specific protein, Y-linked 1"	-24	167
D84307_AT	LOC653414 /// PCYT2	"phosphate cytidylyltransferase 2, ethanolamine /// similar to Ethanolamine-phosphate cytidylyltransferase (Phosphorylethanolamine transferase) (CTP:phosphoethanolamine cytidylyltransferase)"	82	888
AF005043_AT	LOC727726 /// PARG	poly (ADP-ribose) glycohydrolase /// similar to poly (ADP-ribose) glycohydrolase	9	338
D30756_AT	LOC727732 /// NBR1	neighbor of BRCA1 gene 1 /// similar to neighbor of BRCA1 gene 1	267	407
U95626_RNA3_AT	LOC727797	similar to C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (HIV-1 fusion coreceptor) (CHEMR13) (CD195 antigen)	-33	30
S82471_S_AT	LOC727837 /// SSX2 /// SSX3 /// SSX5	"synovial sarcoma, X breakpoint 2 /// synovial sarcoma, X breakpoint 5 /// synovial sarcoma, X breakpoint 3 /// similar to synovial sarcoma, X breakpoint 2 isoform b"	18	-28
L10374_AT	LOC728215 /// LOC731895	similar to transmembrane protein 28	17	114
U66083_AT	LOC728269 /// MAGEA9	"melanoma antigen family A, 9 /// similar to Melanoma-associated antigen 9 (MAGE-9 antigen)"	-5	298
X53961_AT	LOC728320 /// LTF	lactotransferrin /// similar to lactotransferrin	556	-248
U80017_RNA2_AT	LOC728519 /// NAIP	"NLR family, apoptosis inhibitory protein /// similar to Baculoviral IAP repeat-containing protein 1 (Neuronal apoptosis inhibitory protein)"	915	468
M77836_AT	LOC728891 /// PYCR1	"pyrroline-5-carboxylate reductase 1 /// similar to pyrroline-5-carboxylate reductase family, member 2"	993	2383
U79247_AT	LOC730420 /// PCDH11X /// PCDH11Y	protocadherin 11 X-linked /// protocadherin 11 Y-linked /// hypothetical protein LOC730420	41	236
