Gene.Chr	MCF7	BT474	ZR751	T47D	MDAMB468	MDAMB231	BT20
MAGEB18.x	0	3	2	0	0	0	0
MAGEB2.x	0	1	2	0	0	2	0
MAGEB3.x	0	0	0	0	0	0	0
MAGEB4.x	2	2	0	0	18	0	0
MAGEB6.x	0	0	0	2	0	1	0
MAGEC1.x	0	1	9	0	9	0	270
MAGEC2.x	0	0	448	4	3	0	0
MAGEC3.x	12	0	5	0	0	0	0
MAGED1.x	7148	17457	6081	13293	2362	3668	7881
MAGED2.x	16217	20844	4712	17108	4406	4121	3018
MAGED4B.x	51	72	12	0	0	0	0
MAGEE1.x	129	240	271	166	2	115	93
MAGEE2.x	0	0	0	0	0	1	0
MAGEF1.3	3009	3279	1236	4861	1204	1838	2416
MAGEH1.x	462	297	424	138	522	116	386
MAGEL2.15	2	2	0	0	0	0	0
MAGI1.3	2087	1014	1293	1407	1213	2045	3295
MAGI2.7	43	15	66	66	6	30	81
MAGI3.1	1684	1398	2120	2177	3972	802	3767
MAGIX.x	107	173	303	240	77	44	132
Magmas.16	728	343	567	376	308	545	433
MAGOH.1	694	801	575	674	2157	960	987
MAGOHB.12	422	1020	2054	388	947	416	914
MAGT1.x	2979	5006	6724	4489	9502	2072	6413
MAK.6	10	17	25	42	191	23	37
MAK10.9	1617	1333	1146	1240	2635	1460	1511
MAK16.8	614	897	1948	957	1857	1124	663
MAL.2	0	11	2	0	10	0	2
MAL2.8	13587	19458	13386	8353	12899	8	7084
MALL.2	820	33	66	18	5457	510	1699
MALT1.18	426	935	1230	1068	2372	1003	1626
MAMDC2.9	7	14	2	0	26	1149	9
MAMDC4.9	956	143	152	494	232	355	840
MAML1.5	6633	5270	2278	2487	4370	4010	5303
MAML2.11	134	112	79	262	3567	1136	2175
MAML3.4	868	612	274	475	64	296	221
MAMLD1.x	642	184	14	27	1166	1625	486
MAN1A1.6	1553	3516	611	1270	4389	581	2463
MAN1A2.1	3647	1989	7244	2747	4738	1916	11105
MAN1B1.9	5391	3891	3313	5507	2355	3881	7139
MAN1C1.1	250	163	229	192	398	136	36
MAN2A1.5	3201	1167	4166	3755	3812	2478	3555
MAN2A2.15	6971	2646	3334	3040	3717	2837	9276
MAN2B1.19	4915	5196	2526	5978	3973	2060	5303
MAN2B2.4	2723	2872	3059	4935	967	3730	4413
MAN2C1.15	6102	2094	1673	2029	917	1476	2211
MANBA.4	911	1158	2259	2717	515	254	931
MANBAL.20	1616	534	1301	2727	1608	3107	3043
MANEA.6	330	499	443	793	1413	559	611
MANEAL.1	2355	1656	1823	1257	2397	1100	3487
MANSC1.12	816	965	1474	1962	1295	129	1850
MAOA.x	315	16	26	41	116	182	425
MAOB.x	302	2	910	0	3	4	0
MAP1A.15	110	60	119	1309	21	31	39
MAP1B.5	707	704	166	203	1456	18143	1868
MAP1D.2	155	178	181	268	129	293	37
MAP1LC3A.20	6	1617	44	14	2	266	18
MAP1LC3B.16	3203	2278	2151	2887	3769	5007	4153
MAP1LC3C.1	5	15	10	1	3	16	0
MAP1S.19	1527	1807	1368	1589	3532	3187	3157
MAP2.2	1284	222	218	842	417	76	24
MAP2K1.15	1974	1427	2847	2104	4341	2616	6085
MAP2K1IP1.4	770	579	994	881	649	417	710
MAP2K2.19	6864	3346	2896	3105	3043	5124	11700
MAP2K3.17	1990	1628	1592	877	3003	5186	3900
MAP2K4.17	1586	1597	1284	1444	2118	1917	2640
MAP2K5.15	1092	740	716	1206	718	687	1145
MAP2K6.17	95	144	220	270	5	35	156
MAP2K7.19	1685	1879	1806	1823	1776	1861	1886
MAP3K1.5	7672	2089	2657	6158	2881	2061	2381
MAP3K10.19	808	780	732	419	1406	838	1466
MAP3K11.11	9122	5645	2637	4870	6196	5845	5482
MAP3K12.12	927	187	253	802	113	275	336
MAP3K13.3	81	327	143	304	142	68	89
MAP3K14.17	893	346	336	240	592	3557	9720
MAP3K15.x	65	168	136	59	147	131	64
MAP3K2.2	2912	1736	2147	1327	3089	1670	4605
MAP3K3.17	6707	1007	1637	2234	1282	3090	1218
MAP3K4.6	1029	1048	1168	1329	2001	1188	1288
MAP3K5.6	784	173	389	214	4752	614	912
MAP3K6.1	1563	1407	1682	775	2027	977	4317
MAP3K7.6	2559	2284	1500	1793	3892	1919	2282
MAP3K7IP1.22	1194	1830	937	1587	1321	1199	1262
MAP3K7IP2.6	4986	2782	3530	7533	5663	3860	10814
MAP3K7IP3.x	2006	5349	2748	3355	6059	1107	5489
MAP3K8.10	186	145	269	62	671	80	1098
MAP3K9.14	1572	1005	1112	1388	2067	602	2609
MAP4.3	12658	9290	8378	6924	13362	23139	14197
MAP4K1.19	147	270	243	178	179	48	154
MAP4K2.11	835	2063	853	2570	1953	852	3062
MAP4K3.2	2235	2189	2507	1607	2832	1161	1946
MAP4K4.2	6165	7370	2577	2765	4551	13933	16067
MAP4K5.14	2267	2359	1687	2301	2177	2076	3296
MAP6.11	48	69	31	2	3	92	0
MAP6D1.3	706	333	61	6334	250	251	905
MAP7.6	3106	2828	2764	1607	4984	44	2912
MAP7D1.1	3373	3634	3974	2668	6035	9741	7176
MAP7D2.x	14	18	20	2	476	2	6
MAP7D3.x	1018	22	257	0	2325	1468	2361
MAP9.4	480	109	1466	1123	1741	391	1301
MAPBPIP.1	1578	849	2118	2079	1154	687	1445
MAPK1.22	5623	8641	13274	6524	10988	6163	9820
MAPK10.4	72	868	35	194	58	0	202
MAPK11.22	295	542	1409	953	400	398	841
MAPK12.22	162	318	234	256	250	1380	682
MAPK13.6	621	3387	2441	3445	5646	3463	4521
MAPK14.6	3040	4176	2382	4593	5740	4912	7428
MAPK15.8	355	37	315	1011	24	16	375
MAPK1IP1L.14	6174	3613	2528	4945	4419	4597	4402
MAPK3.16	7183	3454	4829	2896	2011	1723	3785
MAPK4.18	50	135	15	4	33	0	323
MAPK6.15	7052	3228	2288	2437	2920	2022	3754
MAPK7.17	904	540	341	831	627	822	1721
MAPK8.10	609	1007	532	665	1261	1252	640
MAPK8IP1.11	1426	814	545	1069	452	799	76
MAPK8IP2.22	415	1705	582	250	114	32	246
MAPK8IP3.16	4417	2063	2481	1392	2104	2628	1987
MAPK9.5	2281	2052	3150	2785	5763	2610	3198
MAPKAP1.9	5522	8683	4288	7033	4128	6184	6501
MAPKAPK2.1	10093	3324	18833	5285	10031	4785	7593
MAPKAPK3.3	1972	1137	2152	2322	4627	5037	2792
MAPKAPK5.12	1400	1801	1486	1931	1665	1368	1652
MAPKBP1.15	886	1077	1045	1505	812	1695	1459
MAPRE1.20	5399	8025	7185	8516	10593	9177	11921
MAPRE2.18	232	292	670	279	0	926	96
MAPRE3.2	970	323	727	505	893	570	262
MAPT.17	2837	2149	1722	4005	38	43	46
MARCH1.4	73	27	27	118	37	20	30
MARCH10.17	188	3	5	24	4	3	5
MARCH11.5	2	0	0	0	0	0	0
MARCH2.19	581	753	765	517	686	255	888
MARCH3.5	91	21	64	349	167	419	79
MARCH4.2	2	11	8	0	14	1042	137
MARCH5.10	2706	2910	3317	2961	4055	2105	1046
MARCH6.5	10639	9064	6754	6032	9457	4733	15327
MARCH7.2	4132	5885	3581	3746	5678	2597	6751
MARCH8.10	475	571	423	1391	515	899	588
MARCH9.12	1975	749	1921	1959	363	320	358
MARCKS.6	2994	16163	1719	110	18708	5412	23213
MARCKSL1.1	9091	13882	5160	2947	9286	1883	1019
MARCO.2	0	0	4	0	27	0	0
MARK1.1	229	388	1553	70	194	251	13
MARK2.11	4419	8641	2347	4005	4187	1941	3110
MARK3.14	5831	5365	3794	5061	2312	2455	3864
MARK4.19	1962	1142	2468	890	2464	703	1533
MARS.12	8190	14971	3807	11069	16761	12195	8169
MARS2.2	710	746	488	336	942	516	1396
MARVELD2.5	2428	2099	2045	2008	1263	240	1517
MARVELD3.16	1030	2185	1191	1234	829	0	4617
MAS1.6	0	1	0	0	0	0	0
MAS1L.6	0	0	0	0	0	0	0
MASP1.3	14	19	7	3	0	4	5
MASP2.1	98	83	47	44	23	51	72
MAST1.19	341	70	150	263	282	143	191
MAST2.1	3043	4875	2773	3975	13211	3416	6293
MAST3.19	2111	243	1081	626	844	657	1955
MAST4.5	2672	350	895	609	304	407	572
MASTL.10	1280	1573	1773	1724	1782	1244	5173
MAT1A.10	64	903	4	31	127	1	0
MAT2A.2	7816	13758	8395	6705	12113	8366	8673
MAT2B.5	2314	2174	1465	3012	5375	2494	2146
MATK.19	670	377	11	0	0	0	903
MATN1.1	29	17	27	26	24	18	66
MATN2.8	1655	1063	3179	983	760	1148	954
MATN3.2	845	1	163	2976	6	114	23
MATN4.20	25	5	10	10	12	17	39
MATR3.5	11604	16962	11297	11287	19820	8746	13537
MAX.14	2249	3891	1642	1722	1418	1752	1688
MAZ.16	25759	17318	23139	13834	11712	8809	23197
MB.22	660	3194	3954	612	2177	117	1500
MBD1.18	1874	2846	2237	2352	1723	1103	1529
MBD2.18	1914	2939	5009	1800	5375	1096	1780
MBD3.19	3187	3035	2063	2533	2181	5618	6478
MBD3L1.19	0	0	0	0	0	0	0
MBD3L2.19	0	0	0	0	0	0	0
MBD4.3	2672	1779	1408	1829	2377	829	2966
MBD5.2	1024	385	419	496	953	320	289
MBD6.12	5206	5009	3447	4267	2486	2276	4334
MBIP.14	548	1585	463	910	273	222	620
MBL2.10	1	2	2	0	4	0	0
MBNL1.3	5541	5053	2843	7238	7036	5966	4744
MBNL2.13	1724	2171	314	2242	16981	4060	9395
MBNL3.x	458	271	421	156	1296	119	1139
MBOAT1.6	1472	2789	659	2331	2842	494	1217
MBOAT2.2	1060	3448	2843	1497	4738	910	3505
MBOAT4.8	8	12	7	1	4	2	1
MBOAT7.19	12354	4794	4728	4379	4160	7199	18829
MBP.18	364	1418	1847	119	3236	3894	1991
MBTD1.17	2990	2695	2035	1634	1061	559	833
MBTPS1.16	17351	7331	10534	23186	7653	6281	20407
MBTPS2.x	751	1709	1237	1405	1220	1324	518
MC1R.16	1951	1003	174	1505	606	189	2704
MC2R.18	0	0	0	0	0	0	0
MC3R.20	0	28	0	0	0	0	0
MC4R.18	78	0	2	0	0	0	0
MC5R.18	5	2	0	0	0	0	0
MCAM.11	29	236	30	943	311	2383	74
MCART1.9	229	229	144	139	871	218	340
MCART2.18	1	4	1	1	10	1	1
MCART6.x	25	14	11	6	20	23	10
MCAT.22	699	988	670	825	1124	729	632
MCC.5	835	352	368	855	861	386	312
MCCC1.3	2243	4024	1836	9605	729	1645	3266
MCCC2.5	10604	10193	13286	8675	4840	2922	9391
MCCD1.6	3	2	1	7	1	1	0
MCEE.2	239	183	314	367	380	78	363
MCF2.x	1	2	2	4	0	0	25
MCF2L.13	1435	8713	1494	1349	1447	36	2078
MCF2L2.3	15	47	1	45	16	32	191
MCFD2.2	3976	2294	2201	2514	7993	16031	7707
MCHR1.22	11	10	6	153	5	0	0
MCHR2.6	4	4	2	0	1	0	0
MCL1.1	22923	24308	15001	11502	26641	12942	14356
MCM10.10	961	1418	1350	2079	1350	1496	1407
MCM2.3	8239	6553	4269	8475	3462	9575	13058
MCM3.6	5604	7969	3752	10481	11302	12503	6785
MCM3AP.21	9753	3057	4877	7271	6461	3439	18402
MCM4.8	9132	5457	7920	12776	7381	8446	11355
MCM5.22	3649	2892	4127	3322	3529	6423	8523
MCM6.2	5049	4471	4734	4632	9004	5646	7149
MCM7.7	15047	17469	5995	7809	10560	13881	11049
MCM8.20	911	1470	925	2520	2526	2310	3180
MCM9.6	410	402	71	299	519	155	262
MCOLN1.19	520	257	455	973	331	856	474
MCOLN2.1	134	54	162	176	261	373	3
MCOLN3.1	309	41	130	419	306	362	10
MCPH1.8	337	712	762	696	908	269	410
MCRS1.12	4801	2432	1443	3612	1593	2168	1931
MCTP1.5	13	16	68	9	7	1796	12
MCTP2.15	10	133	43	0	87	0	1
MCTS1.x	1608	705	1196	1315	2932	883	2794
MDC1.6	2772	4670	2460	4772	6322	3420	4681
MDFI.6	4	9	602	4	990	145	880
MDFIC.7	10	107	703	704	2289	987	1626
MDGA1.6	57	349	49	507	374	299	470
MDGA2.14	104	91	0	540	96	0	0
MDH1.2	4667	4086	3367	5455	8875	4401	8451
MDH1B.2	52	25	57	70	16	11	14
MDH2.7	13193	13536	8808	19962	6989	8162	9435
MDK.11	4790	30717	317	3793	2962	1991	106
MDM1.12	340	390	607	757	428	229	353
MDM2.12	3246	1296	5724	3212	1955	936	1428
MDM4.1	1408	412	1230	868	798	655	729
MDN1.6	3432	2712	1874	1654	6290	2134	3064
MDP-1.14	530	382	183	263	116	165	174
MDS1.3	53	8	141	82	4	58	67
ME1.6	1920	568	2977	2	5830	1486	9393
ME2.18	536	1513	2883	1041	4990	854	1061
ME3.11	32	1	6	58	734	1825	0
MEA1.6	2189	2385	1217	2666	2384	2851	3263
MECP2.x	5080	3009	2870	2231	9196	3400	5673
MECR.1	495	493	904	469	745	472	876
MED1.17	2396	71634	3926	8702	3943	5936	5907
MED10.5	1567	2744	856	673	2864	1058	3509
MED11.17	639	271	222	462	247	270	460
MED12.x	3695	2094	2524	2063	3425	2945	3011
MED12L.3	966	130	135	134	3	126	395
MED13.17	26577	8360	7570	8805	5580	5056	6641
MED13L.12	16201	7894	11992	35259	6241	5783	5907
MED14.x	3729	3022	4650	5665	7706	2799	3437
MED15.22	4431	3375	3308	3016	5691	5330	8146
MED16.19	2829	2692	1696	2177	1268	2632	3468
MED17.11	831	1448	819	1553	1252	1705	1694
MED18.1	687	660	759	661	554	404	516
MED19.11	378	856	294	1025	1031	539	385
MED20.6	1254	1146	674	1223	1725	1972	1837
MED21.12	879	800	1417	1094	1292	728	1158
MED22.9	1059	1091	797	1349	809	1070	2589
MED23.6	2027	3557	1360	576	2848	884	2006
MED24.17	2462	33297	2580	4613	2198	4243	3325
MED25.19	2664	2087	2952	1825	2694	1597	3877
MED26.19	968	499	445	395	1118	415	1052
MED27.9	570	1109	334	868	715	767	1171
MED28.4	1079	1173	1189	1065	560	717	1088
MED29.19	4443	3950	3278	2574	2607	1701	5259
MED30.8	348	275	183	226	246	561	454
MED31.17	124	139	138	82	236	285	148
MED4.13	1079	1691	1630	1276	646	823	1808
MED6.14	1386	822	731	1611	796	447	1113
MED7.5	374	408	385	977	714	362	320
MED8.1	1174	912	631	1322	2831	1335	1718
MED9.17	529	656	435	515	588	540	911
MEF2A.15	1322	582	781	985	1380	1036	1043
MEF2B.19	741	267	213	299	665	326	587
MEF2C.5	4	9	0	13	123	50	7
MEF2D.1	1894	3412	6910	1997	5245	4076	2795
MEFV.16	14	21	8	13	10	0	12
MEGF10.5	9	14	11	9	559	6	12
MEGF11.15	3	12	6	14	12	22	4
MEGF6.1	2589	3786	1075	1261	3855	109	3477
MEGF8.19	2595	2068	2789	2675	2958	1583	6134
MEGF9.9	1295	6162	2062	3963	1139	1744	1100
MEI1.22	4	11	15	3	9	45	2
MEIG1.10	8	1	6	10	5	4	1
MEIS1.2	411	198	217	163	227	23	93
MEIS2.15	337	258	107	173	1762	300	2982
MEIS3.19	1749	171	409	143	12	34	456
MELK.9	1075	1526	2487	2938	11952	2163	4422
MEMO1.2	478	367	361	320	1134	359	756
MEN1.11	3812	6271	704	4749	2282	3510	1999
MEOX1.17	0	2	2	0	3	0	0
MEOX2.7	0	1	0	0	0	0	0
MEP1A.6	1	4	3	0	2	1	0
MEP1B.18	4	13	1	0	2	3	3
MEPCE.7	5308	3764	3442	2510	2860	1785	3909
MEPE.4	2	4	10	0	0	0	0
MERTK.2	72	559	9	21	72	1021	45
MESDC1.15	2856	1173	1129	1077	985	1136	2554
MESDC2.15	3784	1814	2698	2638	1545	1548	2821
MESP1.15	206	151	507	29	419	232	65
MESP2.15	19	5	91	2	34	2	0
MEST.7	3154	2946	1172	1	2599	817	3077
MET.7	1909	2650	936	112	9591	5216	21594
METAP1.4	3181	2470	2536	1823	4244	1760	2632
METAP2.12	4433	3592	3626	6015	4878	4543	4287
METRN.16	4298	727	5918	1154	377	1340	1605
METRNL.17	7666	584	2036	1696	317	833	869
METT10D.17	3171	1852	1240	2007	2168	1656	2445
METT11D1.14	2018	1444	732	1279	1180	1232	1878
METT5D1.11	212	381	471	678	1147	329	305
METTL1.12	790	692	849	765	328	377	459
METTL10.10	490	215	1172	438	455	866	287
METTL11A.9	1165	1127	494	964	924	1103	1132
METTL2A.17	1395	524	702	893	703	568	428
METTL2B.7	665	593	440	668	973	581	401
METTL3.14	1743	2566	1122	1947	1293	1116	1077
METTL4.18	314	701	729	758	3062	964	1165
METTL5.2	902	1192	1098	1226	2451	1209	1826
METTL6.3	820	667	596	830	380	473	594
METTL7A.12	338	2093	1823	4842	452	240	1990
METTL7B.12	288	2	197	96	2	15	0
METTL8.2	574	791	944	586	1394	586	683
METTL9.16	4049	2810	3993	2754	4549	1702	2277
MEX3A.1	1117	3920	1207	1500	2139	121	579
MEX3B.15	748	1102	222	12	16	66	327
MEX3C.18	1729	3966	2213	1405	4676	893	1393
MEX3D.19	2008	3378	1927	1198	1907	2045	2484
MFAP1.15	1629	2016	1793	3440	1125	1194	2988
MFAP2.1	212	1	28	227	0	77	0
MFAP3.5	1211	1168	1287	2068	1824	1329	1702
MFAP3L.4	136	261	1362	176	1006	343	1019
MFAP4.17	9	13	16	15	16	63	28
MFAP5.12	1	10	7	6	4	0	10
MFF.2	1340	1617	2009	1307	2416	1155	4338
MFGE8.15	2224	197	279	288	2627	2628	1628
MFHAS1.8	1010	1084	1117	732	2556	819	1180
MFI2.3	213	57	276	385	360	4473	2274
MFN1.3	2016	2971	2741	7612	2336	1501	3170
MFN2.1	5133	7770	8064	5743	5559	7123	10408
MFNG.22	17	55	18	57	166	88	90
MFRP.11	2	1	0	0	1	0	2
MFSD1.3	1902	1297	2203	2392	1840	1360	2749
MFSD10.4	5124	1968	4621	5019	2111	4227	3944
MFSD11.17	877	441	2154	1946	874	292	1159
MFSD2.1	67	673	100	44	361	366	149
MFSD3.8	1838	1195	2241	1720	939	287	1155
MFSD4.1	57	6	101	36	29	2	11
MFSD5.12	1911	705	1017	2216	763	959	770
MFSD7.4	35	15	335	702	6	216	126
MFSD8.4	434	245	433	284	667	268	428
MFSD9.2	777	440	527	360	846	370	916
MGA.15	3610	3202	1380	2230	5060	2366	6008
MGAM.7	4	17	154	0	82	0	75
MGAT1.5	4782	3308	2592	4238	5866	5923	9341
MGAT2.14	1868	1122	1380	2913	1180	2826	2610
MGAT3.22	17	47	81	64	1	0	73
MGAT4A.2	2675	2948	1461	1090	6233	202	1824
MGAT4B.5	8201	5590	5212	5120	11986	14547	13399
MGAT4C.12	0	17	2	0	0	0	0
MGAT5.2	1505	865	807	776	1004	1485	1333
MGAT5B.17	797	460	1006	41	33	1374	904
MGC119295.7	1	0	0	1	0	0	0
MGC12966.7	1204	1307	927	1172	1473	479	959
MGC13057.2	5	10	7	4	22	42	22
MGC16169.4	1150	949	964	1014	476	187	548
MGC16385.16	990	936	563	820	707	214	2199
MGC21874.4	1596	1980	2091	1325	864	1448	1462
MGC23985.5	0	0	1	1	12	0	31
MGC24039.12	317	373	287	293	717	1300	765
MGC24975.19	95	62	81	42	48	108	201
MGC26647.7	0	0	0	0	0	0	0
MGC26718.18	34	14	28	88	20	13	86
MGC29506.5	7	61	70	97	2	1	1
MGC3196.11	815	250	173	945	640	516	399
MGC3207.19	1731	2219	747	749	3335	462	1260
MGC33407.19	0	3	1	1	0	0	0
MGC33846.11	11	0	0	0	0	0	0
MGC33894.17	954	572	302	670	192	1141	600
MGC34761.16	4	2	1	0	4	1	0
MGC39900.x	58	5	39	20	0	74	12
MGC4172.17	293	943	440	1445	953	1129	1317
MGC42105.5	16	36	14	7	3	26	15
MGC45438.16	8	20	3	10	5	2	0
MGC4655.16	465	323	219	163	705	360	444
MGC48628.4	262	178	220	150	275	18	13
MGC50273.2	1	1	0	0	1	0	3
MGC50559.12	21	104	92	143	24	29	33
MGC57359.7	221	152	160	175	207	77	161
MGC59937.9	205	60	108	136	28	136	322
MGC70857.8	2518	2983	1714	1295	500	942	1851
MGC70863.22	75	62	60	100	150	86	67
MGC87631.17	0	1	1	2	2	0	281
MGEA5.10	8392	11810	7322	9461	7608	7492	3114
MGLL.3	3381	8223	1895	1298	5903	1419	13876
MGMT.10	1514	260	650	910	482	0	461
MGP.12	6444	5139	3590	93145	25020	7	14355
MGRN1.16	7684	4374	4373	2591	2	2803	3683
MGST1.12	4041	9230	199	8577	7210	2275	16771
MGST2.4	420	407	1088	272	1205	450	717
MGST3.1	632	1819	2384	2560	2051	1034	3651
MIA.19	0	17	7	0	19	34	15
MIA2.14	2	1	0	0	4	34	2
MIA3.1	2642	3933	6943	4350	4760	2249	2465
MIB1.18	4169	5688	5296	3329	7441	2735	3355
MIB2.1	2311	1304	574	832	814	1632	1572
MICA.6	1242	224	330	394	1173	1286	1112
MICAL1.6	1550	503	181	667	1109	975	1778
MICAL2.11	592	752	644	421	2339	16725	1970
MICAL3.22	618	771	1118	529	1080	539	1308
MICALCL.11	21	194	210	92	82	40	75
MICALL1.22	1647	1050	620	1716	5602	2957	8345
MICALL2.7	5083	1848	1480	2289	1502	469	3027
MICB.6	956	47	448	4773	1700	1438	1804
MID1.x	594	1781	1192	2391	4093	2301	5854
MID1IP1.x	2138	2795	1876	1645	4039	2886	1118
MID2.x	1127	601	460	311	1377	142	1222
MIDN.19	6111	7646	6007	2024	3235	2186	6511
MIER1.1	526	545	401	706	1936	835	964
MIER2.19	1048	745	637	718	754	1117	1397
MIER3.5	1659	1510	1927	2337	1721	1233	801
MIF.22	20384	6671	10928	14354	7297	17630	16892
MIF4GD.17	1000	496	825	2592	1215	656	812
MINA.3	636	1894	1066	1313	2001	1713	2730
MINK1.17	9594	4167	3702	3906	3188	5239	13675
MINPP1.10	972	440	679	964	1328	1267	516
MIOX.22	11	2	9	0	15	12	0
MIP.12	12	19	5	8	3	1	9
MIPEP.13	654	1805	1145	933	765	491	926
MIPOL1.14	246	736	477	440	562	93	324
MIS12.17	1040	997	467	1045	1043	945	1767
MIST.4	1	9	1	0	0	0	0
MITD1.2	355	306	286	315	843	528	376
MITF.3	247	196	98	70	835	140	1003
MIXL1.1	0	1	3	0	0	0	0
MIZF.11	1276	813	358	1197	943	800	798
MKI67.10	12852	4981	15992	12996	21098	26037	17425
MKI67IP.2	1309	1460	1500	916	2393	1301	1880
MKKS.20	2001	2309	1409	1610	2889	2444	1277
MKL1.22	3570	1701	930	1472	3266	1177	6162
MKL2.16	5949	5372	3663	4017	2342	1049	2783
MKLN1.7	2296	2939	2484	2083	4353	2490	3896
MKNK1.1	1349	1204	680	1080	1825	698	1294
MKNK2.19	3057	4907	6602	2755	3104	3654	3138
MKRN1.7	6954	8786	5450	3213	6358	2976	7803
MKRN2.3	2017	1562	1179	1909	2017	2177	1797
MKRN3.15	2	0	71	29	296	141	458
MKS1.17	2011	1574	922	1456	263	469	609
MKX.10	97	37	11	1107	4	203	5
MLANA.9	5	5	15	3	0	1	3
MLC1.22	0	0	3	46	0	0	0
MLF1.3	489	613	365	1136	1077	370	437
MLF1IP.4	934	4616	2010	2722	2667	2494	4832
MLF2.12	6910	10395	16529	3306	4958	5025	14415
MLH1.3	2143	1103	1651	5524	1486	3182	2025
MLH3.14	1399	1290	682	1390	653	534	883
MLKL.16	349	29	316	395	1042	691	957
MLL.11	7890	2861	2769	4816	9770	5657	10145
MLL2.12	8539	6737	4952	7415	4153	4873	7274
MLL3.7	6805	6840	5170	2864	4292	2732	8276
MLL4.19	5782	4018	3532	2668	4745	2298	4953
MLL5.7	5663	5377	2121	2082	4808	2063	3432
MLLT1.19	4154	6126	4264	4037	3826	4189	7037
MLLT10.10	1873	1455	1220	1078	1508	1221	3958
MLLT11.1	139	23	157	630	138	40	134
MLLT3.9	1020	256	335	428	283	394	805
MLLT4.6	5080	4500	1973	1058	7319	6765	8987
MLLT6.17	4088	72931	7232	6377	6392	7143	15108
MLN.6	0	2	0	0	0	0	1
MLNR.13	2	2	0	13	2	2	0
MLPH.2	16451	9518	16393	5487	2948	2459	3779
MLX.17	1569	1247	1663	3084	1673	2972	2089
MLXIP.12	4997	3349	2075	2163	1987	4538	4543
MLXIPL.7	618	261	218	748	94	137	4
MLYCD.16	869	508	421	960	683	222	858
MLZE.8	6	7	86	4	666	1	199
MMAA.4	142	413	287	283	253	114	97
MMAB.12	1334	1281	1321	2768	1925	1083	1460
MMACHC.1	438	423	221	664	400	370	326
MMD.17	356	730	452	542	338	826	320
MMD2.7	0	6	2	1	3	0	0
MME.3	1543	406	22	2	6185	0	8
MMEL1.1	40	72	56	21	4	0	104
MMP1.11	8	2	2	0	0	100	1
MMP10.11	0	13	1	1	0	0	2
MMP11.22	56	72	48	214	8	179	0
MMP12.11	0	1	0	0	0	0	0
MMP13.11	147	19	10	2	2	1	29
MMP14.14	47	67	28	21	549	16511	42
MMP15.16	2823	3037	3421	911	3063	567	8400
MMP16.8	512	284	101	123	12	60	0
MMP17.12	2023	1538	1291	1132	43	148	158
MMP19.12	535	95	105	142	89	279	73
MMP2.16	22	73	4	2	86	26	24
MMP20.11	2	4	0	1	20	0	0
MMP21.10	2	6	3	0	0	0	0
MMP23B.1	11	2	1	2	4	3	17
MMP24.20	291	797	534	395	269	870	149
MMP25.16	221	220	411	133	102	34	181
MMP26.11	0	0	0	0	0	0	0
MMP27.11	0	0	0	0	0	0	0
MMP28.17	14	19	11	111	8	1	2
MMP3.11	0	0	2	0	0	2	2
MMP7.11	0	20	0	2	871	0	0
MMP8.11	0	7	0	0	4	10	0
MMP9.20	216	21	42	28	1	153	9
MMRN1.4	0	0	0	0	1	6	0
MMRN2.10	28	32	142	248	146	31	45
MMS19.10	4412	2521	2416	5512	1998	5324	1571
MN1.22	99	12	39	174	340	5	21
MNAT1.14	1015	807	673	1433	937	823	1070
MND1.4	103	198	313	274	212	479	633
MNDA.1	0	0	0	0	0	0	0
MNS1.15	129	110	308	280	199	162	485
MNT.17	2559	1960	1119	772	1782	1439	2967
MNX1.7	400	1184	185	254	195	109	390
MOAP1.14	2391	2384	1991	1618	809	1147	1681
MOBKL1A.4	1208	1266	1471	1286	2695	1178	1065
MOBKL1B.2	3681	2287	2655	2535	4444	3302	7177
MOBKL2A.19	1128	1232	929	991	914	3836	788
MOBKL2B.9	27	47	845	84	137	45	1413
MOBKL2C.1	437	392	157	321	1395	467	965
MOBKL3.2	1502	2475	2891	1411	3168	1356	3129
MOBP.3	0	13	2	2	1	0	2
MOCOS.18	677	408	907	218	2619	2317	205
MOCS1.6	517	508	189	386	414	445	182
MOCS2.5	1220	400	1654	2742	1288	1622	411
MOCS3.20	1884	2131	1062	967	523	480	1731
MOG.6	4	4	2	2	10	1	1
MOGAT1.2	0	2	0	4	0	0	0
MOGAT2.11	0	1	4	0	41	0	1
MOGAT3.7	13	15	9	2	8	1	0
MON1A.3	294	277	359	540	330	576	283
MON1B.16	3900	2242	1834	2629	2715	1804	7184
MON2.12	3871	2776	2985	6031	2345	1237	1983
MORC1.3	0	0	4	1	1	0	0
MORC2.22	3769	5116	3176	2088	4068	2008	2786
MORC3.21	1092	1021	785	1957	2347	912	1852
MORC4.x	560	1801	5141	1645	3615	3938	5142
MORF4.4	1	6	5	3	3	0	2
MORF4L1.15	5988	4163	4521	4761	3698	2521	5639
MORF4L2.x	11617	7783	12546	6322	20653	4197	7460
MORG1.19	922	767	287	362	435	426	553
MORN1.1	172	258	195	222	164	249	357
MORN3.12	37	73	52	104	11	10	62
MORN4.10	280	154	140	729	279	839	84
MORN5.9	0	1	1	8	0	0	0
MOS.8	0	0	0	0	0	0	0
MOSC1.1	579	707	785	864	614	317	17
MOSC2.1	230	541	1082	1240	596	176	0
MOSPD1.x	765	446	597	391	1955	374	1057
MOSPD2.x	470	845	358	631	1492	819	293
